Age,Monthly_Bill,Internet_Usage_GB,Contract_Type,Customer_Tenure,Support_Tickets,Payment_Method,Churn
29,151.06650086202214,312.47389005958746,One Year,36,6,PayPal,0
35,25.71904339099098,158.6254721764359,Two Year,25,7,Credit Card,0
34,109.4407080194845,329.48971159152654,One Year,56,8,Bank Transfer,1
47,177.95413459498656,190.01155498503857,One Year,21,3,PayPal,1
41,114.82476398832397,176.08229497002594,Two Year,34,2,PayPal,1
28,127.08803709904926,54.92601757371439,Month-to-Month,25,6,PayPal,1
52,182.45146572881336,20.587186547669823,One Year,11,8,Credit Card,0
40,145.91852160946254,417.8016212160788,Two Year,19,8,Crypto,0
34,142.21523924261047,245.28270158588103,One Year,49,7,Bank Transfer,1
18,121.4129641976507,281.8736934712943,Two Year,49,2,Credit Card,0
32,130.26783669655947,186.73829024171178,Month-to-Month,34,5,PayPal,1
49,162.7040305631573,69.23428069141146,One Year,2,1,Credit Card,0
26,196.05428582647642,225.33642684791204,Month-to-Month,30,5,Crypto,0
32,161.1118172615557,115.24958193755319,Month-to-Month,38,4,PayPal,1
45,144.43199800912927,419.00384034182804,Month-to-Month,15,3,Crypto,0
41,35.753527886187825,493.40748049917045,Month-to-Month,60,2,Crypto,1
52,165.2452736139217,444.658971602427,Month-to-Month,4,7,PayPal,0
39,149.8389298057536,264.60885869688957,Two Year,14,9,Bank Transfer,0
44,156.38211712623445,314.4377408458402,Month-to-Month,8,5,Crypto,0
36,53.908330866229264,474.11314882687986,Two Year,11,8,PayPal,0
62,181.65430234277628,269.80228486077385,Month-to-Month,50,2,Credit Card,0
29,28.483459985903814,319.65597252248375,Month-to-Month,38,4,Credit Card,0
37,58.18629058146985,314.98552236742177,One Year,24,3,Crypto,0
18,135.97445328163633,354.35245475442014,Two Year,38,5,PayPal,0
38,138.00574812789287,320.50226468958107,Month-to-Month,62,1,Crypto,1
66,69.53166759715671,335.6819936297308,Month-to-Month,56,5,Bank Transfer,1
62,143.28875765124482,363.22134164416633,Month-to-Month,65,2,Credit Card,0
18,83.70680215442569,404.74051560430644,Two Year,17,7,Bank Transfer,0
27,10.033348013005428,202.12442966223904,Two Year,17,9,Crypto,0
64,40.89516513460287,373.1711581460285,Two Year,27,9,Bank Transfer,0
49,177.69747229145312,51.001675817827184,One Year,25,5,Bank Transfer,0
56,52.311862228589575,438.2178779885228,One Year,49,7,Crypto,0
39,31.452964383186423,145.7321096466867,Month-to-Month,58,6,Crypto,0
35,139.61811512730696,202.32669672955456,Two Year,1,5,Crypto,0
65,93.73422405784986,402.00159591609673,Two Year,13,8,Bank Transfer,1
63,161.35227791555243,318.8565320074119,One Year,53,8,PayPal,0
49,173.67453756749975,155.0053669357329,Month-to-Month,21,9,PayPal,0
44,170.737886703574,113.4741564511955,Two Year,1,9,PayPal,0
45,69.47175164740972,478.89950990658434,Two Year,31,3,Bank Transfer,1
35,106.05372821395119,44.80040415476182,Month-to-Month,61,7,Credit Card,0
56,133.52692958292317,3.1632191960612968,One Year,3,2,Credit Card,0
66,71.17678658398356,336.7945162408888,One Year,29,4,Crypto,0
46,17.808869917073444,307.6227391141767,Two Year,48,2,PayPal,0
35,104.17623263641462,369.0693675129401,Month-to-Month,62,9,Credit Card,0
61,12.4354833584628,366.08528197291434,Month-to-Month,25,3,PayPal,0
25,190.62266869792995,431.76630450574555,Month-to-Month,34,4,Bank Transfer,0
71,161.36989275387504,461.13218661381995,Two Year,18,7,Crypto,0
48,46.48185753948296,387.73726954068513,One Year,65,9,Crypto,0
51,64.63863228946639,116.91410800942629,One Year,28,7,Crypto,0
24,196.73932412369328,232.28459297118812,One Year,4,2,Crypto,0
53,80.97422528684784,321.2159050872886,One Year,21,7,Crypto,0
35,158.90724791243954,270.14326915352626,One Year,70,9,Crypto,1
55,94.89493899965832,80.28985870487772,Two Year,21,3,Crypto,0
26,174.17822557911595,295.0472422813988,Two Year,20,1,PayPal,0
26,143.7131665506867,443.3777960675538,One Year,41,2,Credit Card,0
63,14.352911379320277,209.84009440928372,One Year,53,7,PayPal,0
25,65.93407832845507,334.7974793932663,Two Year,62,4,PayPal,1
68,116.01853982975597,308.35120885189275,One Year,31,1,Credit Card,1
52,185.97306837325323,189.14452529040352,One Year,25,6,PayPal,0
35,29.38567998188317,283.0703323664692,One Year,69,4,Crypto,1
22,124.22088216510272,105.89580491553164,Month-to-Month,17,5,PayPal,0
31,67.41357896840493,273.50752208889855,One Year,20,1,Crypto,1
45,178.97227858369365,399.6159656546992,Month-to-Month,45,6,Credit Card,0
47,155.3822258351175,379.71493702604187,One Year,50,0,PayPal,0
21,80.24351718176422,179.61932035372874,One Year,51,9,Bank Transfer,0
56,41.7496011426366,56.93052273734788,Two Year,33,9,PayPal,0
37,12.184614755486578,400.1713399548931,Two Year,29,4,Credit Card,0
42,128.01554562767026,133.25450565776688,Two Year,22,8,Bank Transfer,0
45,87.16352344993632,27.46883983882179,Month-to-Month,67,6,Crypto,0
29,69.80373364354614,223.1512871477854,Month-to-Month,3,8,Bank Transfer,0
19,197.24543541099877,369.99579424372723,One Year,6,8,Crypto,0
60,98.56700575645988,404.43817690410464,Month-to-Month,40,0,Credit Card,1
31,152.46946389263059,491.118872461745,Two Year,69,7,Crypto,0
39,43.708359277734885,95.51443433103164,Month-to-Month,5,6,Credit Card,1
48,12.556498970944617,147.60363037980585,One Year,3,1,PayPal,0
40,89.33689769512304,305.1357587412691,Month-to-Month,4,2,Bank Transfer,0
65,136.47631863910573,405.8605048608964,Two Year,63,5,Bank Transfer,0
37,106.25375227485729,117.80343560000368,One Year,5,2,Bank Transfer,0
55,179.1885889486343,205.54731073650584,Month-to-Month,61,7,Crypto,0
72,92.45607672556132,204.79193355779356,One Year,57,3,Credit Card,0
21,69.09053449908733,386.69542981606224,One Year,42,6,PayPal,0
32,184.04924847945227,121.22517063378177,Month-to-Month,56,3,Credit Card,0
41,87.29243294053236,484.4105187932679,One Year,28,1,Bank Transfer,1
42,61.23309371152621,255.72144250509572,Month-to-Month,55,6,Crypto,0
18,28.555604593915277,141.75135146605172,Two Year,38,7,PayPal,1
24,160.72885691100598,142.8577457995248,Two Year,23,0,PayPal,0
74,166.7673775515902,10.13169336528127,Month-to-Month,7,4,Crypto,0
48,16.32657887738268,346.52301448738876,Month-to-Month,38,9,Credit Card,1
29,78.1426636962897,388.1982030351233,One Year,57,7,Crypto,0
59,152.47652637361233,17.181458688921104,Month-to-Month,37,0,Bank Transfer,0
22,189.81255102273025,293.3813350263457,One Year,6,2,Bank Transfer,0
61,81.78547393053195,391.0546612174405,Two Year,10,1,Bank Transfer,0
67,175.69015196210378,188.74378414711012,Month-to-Month,27,2,PayPal,0
59,84.80687724111706,216.93804984449014,Two Year,57,2,Bank Transfer,0
55,44.10397917610314,181.45082505615795,Month-to-Month,16,2,Credit Card,0
29,10.654767317605241,158.50970856467052,Two Year,59,0,PayPal,0
56,72.73439439904716,246.07972010230847,Month-to-Month,28,2,Credit Card,0
35,81.91025963820059,83.88422940647905,Month-to-Month,3,1,PayPal,0
19,189.57233048859388,220.90315293469763,One Year,57,8,Credit Card,1
27,49.153347959918335,470.9707370118305,One Year,65,9,Bank Transfer,1
32,82.6238345233259,14.673646800809413,Month-to-Month,67,7,PayPal,0
47,14.7792846663915,83.20696451066135,One Year,30,5,Credit Card,0
61,155.0725496673634,389.0734929325641,Month-to-Month,19,6,PayPal,0
34,183.87683488844746,66.89648786694212,Month-to-Month,8,0,PayPal,0
21,55.185922982533455,136.36916885187,Two Year,62,6,Bank Transfer,1
24,91.50907102163126,227.96462309813353,One Year,19,7,PayPal,0
58,33.20139805953886,471.63796656291123,One Year,36,7,Crypto,1
48,96.79873175944924,92.56709246448116,Two Year,69,5,Credit Card,0
68,35.33506809237813,461.6192124081539,Month-to-Month,60,6,Crypto,0
72,109.4362139396389,359.54373184371343,One Year,34,1,PayPal,0
56,149.57818768212428,335.9013109598428,Month-to-Month,55,3,Credit Card,0
72,115.13512721469195,362.04771950096597,One Year,27,7,Crypto,0
51,56.59171989360143,16.592062865699386,One Year,39,3,Crypto,0
23,77.22123723909198,50.35123027369014,Month-to-Month,42,7,Bank Transfer,0
67,131.32882016407015,168.08592284137399,Month-to-Month,42,9,Crypto,0
55,122.05352937997178,37.90979904119015,One Year,48,3,PayPal,1
62,35.98720974305336,493.8072650382156,Two Year,31,8,Credit Card,0
68,170.54039997755953,290.62569186444364,Two Year,22,0,PayPal,1
51,100.28589332693294,244.18449190034903,Two Year,41,5,Crypto,0
61,40.85015266001467,392.9703806646229,Two Year,24,0,PayPal,0
32,33.33704308919856,488.5026441991829,Two Year,40,5,Crypto,1
31,193.45483718257475,477.60987004230253,Month-to-Month,32,3,Bank Transfer,0
23,63.49167112297374,396.73937750955935,One Year,51,7,PayPal,1
67,182.6327817041114,189.20994424347737,Two Year,33,7,PayPal,0
54,88.0112067660984,33.913786297375445,One Year,28,8,Bank Transfer,0
67,83.32507178610615,50.0901118868115,Month-to-Month,63,6,PayPal,1
49,143.17650423339208,1.575018056499153,One Year,22,7,Crypto,0
20,11.877824677337673,1.9495187692030935,Month-to-Month,18,2,Bank Transfer,1
20,74.23700910977419,468.2744776677975,One Year,2,9,PayPal,0
39,67.50268531644369,463.58146763454204,One Year,26,3,Crypto,0
39,174.93863791396882,334.10934605269625,Month-to-Month,39,3,Crypto,0
27,110.53347241394881,363.61168538593097,One Year,17,5,Credit Card,1
68,79.26832987260786,257.09101986836885,Month-to-Month,16,6,Credit Card,1
20,60.555068956946435,119.68328578807788,One Year,27,8,Credit Card,0
29,122.19686367401953,457.27813950529577,One Year,49,9,Bank Transfer,0
46,38.817896703239285,139.56804221231565,Two Year,3,5,Crypto,0
65,56.7789060166685,370.0959592138676,One Year,42,1,Bank Transfer,1
34,65.78631136230246,123.47240667721596,Two Year,63,9,Bank Transfer,1
24,125.50270004531879,435.20406060653977,Two Year,29,9,Bank Transfer,0
30,80.91844221313033,325.96847777831505,Month-to-Month,2,6,Bank Transfer,0
73,106.0988270228094,321.7048152578093,Month-to-Month,14,9,Bank Transfer,0
19,133.58327011565146,49.58625113421805,One Year,12,8,PayPal,0
21,191.6916041534606,210.3149826814316,Month-to-Month,24,7,Credit Card,0
27,155.31910544952294,262.92934526725,Two Year,28,3,Bank Transfer,0
56,86.99878830870045,147.72410791714393,One Year,18,1,PayPal,0
41,152.1723211354788,440.6063313048994,Month-to-Month,6,7,PayPal,0
34,190.4418943746504,418.9973008140997,Month-to-Month,30,5,Crypto,0
69,104.88230367428372,247.31683525892248,Month-to-Month,34,7,Bank Transfer,1
23,87.99441729334904,170.67557011941335,Two Year,58,8,Credit Card,0
36,24.823552810139944,400.9695937308166,Month-to-Month,28,2,Crypto,0
22,179.55037042366382,99.24883232307815,One Year,53,7,Bank Transfer,0
49,56.822513350794566,36.68664123172275,One Year,16,9,Crypto,0
27,22.152000395636513,23.809532549901913,One Year,26,7,Credit Card,0
26,112.06866245230579,20.302947188102113,Two Year,65,4,Credit Card,1
44,170.72093273268976,244.95543957861904,Month-to-Month,57,5,Bank Transfer,1
30,87.26066056837996,128.40150441358074,One Year,31,4,Credit Card,0
36,158.78281933021307,345.49718555961175,Month-to-Month,27,5,Credit Card,0
38,168.9152413839592,327.29189544621215,Month-to-Month,49,0,Credit Card,1
41,96.3366761757741,271.4679835648684,One Year,9,9,Bank Transfer,0
55,122.28146252868999,177.0687974325535,Two Year,26,9,Crypto,0
21,111.44333672239861,425.3776662478794,One Year,6,9,Crypto,0
41,188.4472137105553,355.1416738967267,One Year,7,1,Crypto,0
52,147.84608016743465,136.4915358917976,Two Year,13,7,Crypto,0
20,185.81513404632148,251.34264249444146,Month-to-Month,49,0,Crypto,0
21,51.80189583177466,78.97933320330736,Month-to-Month,10,8,Crypto,0
74,68.9450018482074,165.0593692598517,Two Year,43,6,Crypto,0
54,23.473559904212863,498.5729512489033,One Year,49,0,Credit Card,0
57,104.98251177220345,112.69826591333079,Two Year,18,4,Crypto,0
65,176.04549908332305,349.4528755033511,One Year,11,1,Credit Card,1
71,72.10087245483598,119.97090424273713,Two Year,10,0,PayPal,0
52,34.37360032037299,469.1291349638999,Month-to-Month,28,0,Bank Transfer,1
48,23.004788436520066,155.7562896501934,Two Year,53,4,Credit Card,0
73,95.02505177949436,173.99784824870792,Two Year,54,3,Bank Transfer,1
61,41.16413147946503,297.33602676002744,One Year,25,4,Bank Transfer,1
42,75.75976548816966,294.46777378635244,One Year,6,5,PayPal,0
57,165.796163535663,289.9591185087927,One Year,11,0,Crypto,0
30,82.96900272392963,287.0540795347141,Two Year,33,1,PayPal,0
21,125.8754744687076,156.78125996638414,Two Year,69,1,Credit Card,0
63,105.41041060633482,217.77070144593233,One Year,46,4,Credit Card,0
31,146.52132566430691,297.1232881273475,Month-to-Month,55,9,Credit Card,0
30,39.67134220763806,335.9637917098908,One Year,70,8,Bank Transfer,0
44,184.88379693188756,127.31137774827383,Two Year,51,6,Crypto,1
23,132.29023153450672,351.0360557897675,Two Year,25,9,Crypto,1
34,61.48120900022038,461.71484880620574,One Year,23,3,Crypto,0
53,33.418204546231216,379.20592396855056,One Year,50,4,PayPal,0
57,38.44785718777616,43.032168608538136,Two Year,46,6,PayPal,1
66,158.70595611026053,235.09398382492049,Two Year,44,9,Credit Card,1
52,121.74091012946201,218.19665393399814,Month-to-Month,13,8,Crypto,1
34,82.34407523645484,168.9151526971135,One Year,71,9,Crypto,0
58,73.2511607755072,246.16874981159864,One Year,48,6,PayPal,0
19,172.59402083610073,220.37725292653948,Month-to-Month,17,1,Bank Transfer,0
74,176.20487951847758,4.079068106512845,Two Year,14,3,Crypto,1
30,120.43978729966565,119.04108376794288,Two Year,30,9,Credit Card,0
69,109.6633724763569,107.6772904958913,Month-to-Month,30,3,Crypto,0
19,165.1251279945486,175.28051108015697,One Year,33,8,PayPal,1
69,152.3736841609313,88.05391412042822,Two Year,54,7,Crypto,0
45,86.0617848322798,34.83292041204448,Month-to-Month,57,5,Credit Card,0
60,25.720350102662827,99.1098146624714,Month-to-Month,31,7,Bank Transfer,0
43,156.0150203989278,427.239206423313,Month-to-Month,23,6,Bank Transfer,0
39,42.05319549864631,398.72263109140005,Two Year,52,7,Credit Card,0
64,13.111612230910884,221.60600251544665,Two Year,54,6,Credit Card,0
60,170.22750828875826,439.02970195540297,Month-to-Month,47,1,Crypto,0
72,119.86823061397654,117.10014344227116,Month-to-Month,49,5,Crypto,0
20,179.4165467517941,292.52036145841663,Two Year,56,3,PayPal,0
52,102.07173580754743,72.31951289765908,Two Year,8,3,Bank Transfer,1
29,186.03140913516657,416.86694408514546,Two Year,22,9,Bank Transfer,0
41,77.25463211598412,66.16019718843441,Two Year,62,5,Credit Card,0
22,147.65918044351565,16.89821933024315,Two Year,54,7,PayPal,0
37,67.18743675973886,137.44867080402946,Month-to-Month,35,4,Crypto,0
56,10.221096222315902,450.56660958416467,Two Year,15,2,Credit Card,1
56,82.15146156430178,65.59908388129517,Two Year,5,0,Credit Card,0
30,150.17544749075537,166.00446407907427,Month-to-Month,17,4,Credit Card,0
58,38.50459409483764,158.89108151308415,Month-to-Month,3,2,Bank Transfer,0
74,105.91238630940468,401.02149077434865,One Year,19,2,Crypto,0
70,50.34108212163585,211.34117449023225,Two Year,37,3,Crypto,1
62,24.178583069629553,306.171957757727,One Year,21,8,Credit Card,0
29,127.3158765694201,202.78711991060484,One Year,51,3,Credit Card,0
30,190.87384823764657,276.1770505532976,Month-to-Month,54,4,PayPal,1
73,69.03380155640426,32.15792128469843,Month-to-Month,11,9,Crypto,0
27,120.32270206839057,187.6406896319273,One Year,65,4,Credit Card,1
50,191.18463987265096,427.6978130322369,One Year,30,0,PayPal,1
74,133.59183649899063,345.8427140279386,One Year,43,6,Credit Card,0
57,137.8915274388913,490.9326930291634,One Year,36,1,Bank Transfer,0
71,43.996417196558816,394.17184915069544,Two Year,57,5,Credit Card,1
33,103.59583898203707,226.30334773099526,One Year,26,3,Bank Transfer,0
62,79.74572194657686,338.46394839207187,Month-to-Month,60,4,Crypto,0
52,99.4818019542957,388.1809241684562,One Year,22,4,Credit Card,1
20,162.15704952395666,135.57214630074924,One Year,24,3,Crypto,0
73,97.53280767175868,30.94892741717655,Month-to-Month,12,1,Crypto,1
22,21.941628868988666,203.5177867312756,One Year,60,7,Crypto,0
43,182.05291561866397,73.1919078891551,Month-to-Month,21,0,Bank Transfer,0
28,113.51501861587442,139.34331876148843,Two Year,36,8,Crypto,1
24,185.65392812075547,473.47590224159245,Two Year,7,5,Crypto,0
70,118.74735728524864,423.69421401803675,Month-to-Month,61,3,Bank Transfer,0
73,23.230900035261513,296.6394534492625,Two Year,53,5,Credit Card,0
27,115.04518476989654,201.2270965596538,Two Year,28,8,Crypto,0
59,119.39039717360932,132.90084974371788,Two Year,24,8,PayPal,0
69,50.724577075165364,286.1576815796147,Month-to-Month,53,2,Bank Transfer,0
51,99.49552597983157,267.04696458677336,One Year,13,7,Bank Transfer,0
20,97.29388725599375,390.60962338238494,Two Year,1,0,Credit Card,1
25,128.34646831391467,464.08207419326453,One Year,41,8,PayPal,0
48,59.32667874804487,165.13971336367948,One Year,59,6,Bank Transfer,0
28,120.53219941015682,103.94225826764027,Two Year,13,9,Credit Card,1
62,55.78088810101914,201.99700835690686,Two Year,54,6,Crypto,1
24,94.82460171874226,219.33310990418886,One Year,47,5,Crypto,0
62,33.314082874088335,20.89527445269686,Two Year,27,0,Bank Transfer,0
19,17.087104093680857,430.98656956756184,Month-to-Month,40,1,Credit Card,0
23,70.91158813842944,497.8005769950802,Month-to-Month,32,2,Crypto,0
58,62.16863262345088,461.68113766304975,Two Year,58,0,Crypto,0
49,87.31782328595588,430.47182476396824,One Year,43,4,Credit Card,0
37,192.77669780006454,496.307551426311,Two Year,52,4,Crypto,1
74,109.2235660063624,453.99640755546824,Month-to-Month,34,5,Crypto,0
51,115.10357416598374,344.4954427509153,One Year,6,6,PayPal,0
67,188.9041973696011,84.21156773731167,Two Year,48,9,Credit Card,1
33,185.0179561424483,79.01871154509705,Month-to-Month,18,8,Crypto,1
42,177.98127124107938,25.341093535113004,One Year,39,6,PayPal,0
29,28.619000985645478,206.50360272662058,Month-to-Month,7,5,Crypto,0
24,130.51650799886278,404.6032144679118,Two Year,6,8,Credit Card,1
56,163.53880629376724,245.65767645465633,Two Year,53,1,Credit Card,0
34,168.75919101964803,183.79453115007962,Month-to-Month,1,5,Crypto,0
62,119.80235707536026,55.508696235176124,Month-to-Month,29,4,Bank Transfer,1
28,13.32415402237213,26.824901236203498,Month-to-Month,69,5,PayPal,0
23,195.00545131192968,200.19039256838002,Month-to-Month,49,9,Crypto,0
40,99.71737352404307,50.86276471168248,Month-to-Month,59,0,Bank Transfer,0
44,84.78322010198366,52.67053819625341,One Year,13,4,PayPal,1
63,85.04025559867998,198.27886406035248,Two Year,45,7,PayPal,0
23,90.58866721107064,251.91888479485533,One Year,46,2,Bank Transfer,0
55,56.014336452823066,94.15476060028303,Month-to-Month,23,2,PayPal,0
19,72.19338889246767,342.63320744395804,One Year,32,6,PayPal,0
39,197.21794585720045,209.92730834072262,Two Year,13,6,Crypto,0
37,79.9519200486579,46.86934633161931,Month-to-Month,53,1,Bank Transfer,0
42,110.07775313001991,318.8800281567949,Month-to-Month,20,7,Crypto,0
32,171.1759105352915,179.11546452887427,Two Year,1,4,Crypto,0
66,110.21128411068406,27.108417061056844,One Year,57,8,PayPal,1
46,71.64615010745185,474.0428082539289,Two Year,66,0,Bank Transfer,0
25,109.51268561452072,286.02728159572916,Two Year,11,3,Credit Card,1
54,31.676398983428516,239.38246414628802,One Year,46,7,Bank Transfer,0
66,34.70132149422627,429.7095600320635,One Year,30,8,PayPal,0
69,141.8804311238271,468.4334742275487,Month-to-Month,69,8,Credit Card,0
50,184.31752487935168,110.94061221493946,Month-to-Month,7,9,Crypto,1
39,147.87884536281848,405.26210633583855,Month-to-Month,24,0,Credit Card,0
67,24.176515724897868,415.7088834603583,Two Year,48,0,Credit Card,1
64,86.55016609589109,28.146994544121906,One Year,43,6,Bank Transfer,0
22,10.48518177093211,356.2601134739581,One Year,36,5,Crypto,1
56,107.12928123187025,32.42097301798893,Month-to-Month,1,6,Bank Transfer,0
35,46.708852127551765,297.74194994856043,Two Year,7,7,Credit Card,1
55,174.94786325844476,334.94915179219834,Two Year,44,5,PayPal,1
71,29.823660045125656,184.16228548713391,One Year,61,9,PayPal,0
70,10.272345742935777,440.51296083217136,One Year,26,9,Credit Card,0
54,95.71774819161448,400.4553417767687,One Year,30,9,PayPal,0
47,39.53232774589044,463.05389709707674,One Year,1,6,PayPal,0
68,150.2174126322807,158.12987378885992,Two Year,63,6,Bank Transfer,0
48,184.78759903846503,11.742372230843626,Month-to-Month,15,6,Crypto,0
27,17.968222717487762,405.9191722317785,One Year,63,1,PayPal,0
32,85.16060126405837,112.26570064222393,One Year,55,2,Crypto,1
59,199.39484545348046,234.11086424296076,One Year,57,9,Crypto,0
65,149.20767430012702,408.8432647601513,Two Year,20,8,Bank Transfer,0
61,191.10565230410336,108.85145415897009,Month-to-Month,22,0,Credit Card,0
35,41.17582419106955,156.64247263037555,Two Year,50,7,PayPal,1
40,52.060026303471176,220.10091318255675,Month-to-Month,36,6,PayPal,1
50,39.41413571339693,136.64060023255507,Two Year,37,5,Bank Transfer,0
33,67.45011641742826,231.19939007841148,One Year,46,0,Bank Transfer,0
71,147.63297298251985,5.788725602768816,One Year,27,8,Credit Card,1
55,41.339865544055755,106.88179840291231,Month-to-Month,19,1,Crypto,0
52,109.60446719782482,416.4441264718248,Two Year,16,9,Credit Card,0
51,61.14988463173563,207.32749729798738,Month-to-Month,54,4,PayPal,0
45,167.54719803601392,318.5664781032279,Two Year,34,8,Bank Transfer,1
19,11.252557014398413,116.91167589013565,One Year,51,7,Bank Transfer,0
47,52.391842122346695,325.28945355988435,Month-to-Month,36,9,Crypto,0
30,124.99574393871458,499.9869599554822,Month-to-Month,53,3,PayPal,0
58,28.37499537503009,298.04853205900565,One Year,62,7,Bank Transfer,1
33,98.59932102973802,314.5509227583125,One Year,31,8,Bank Transfer,1
22,92.87938633165024,56.64839240653674,One Year,4,4,Bank Transfer,0
72,171.9793712961351,202.28735436132632,One Year,12,0,Bank Transfer,0
45,128.82546670169452,430.5017243429619,One Year,53,5,PayPal,0
70,131.54339181022948,417.3017148555078,One Year,61,3,Crypto,0
56,190.84344433994153,261.67715607029965,Two Year,19,5,Credit Card,0
62,196.64847131144126,451.8236207191485,Two Year,56,0,Credit Card,1
37,134.14499910903933,72.32557208465329,Month-to-Month,9,3,Crypto,0
41,109.1802755288903,329.4365129261011,Two Year,25,4,Crypto,0
44,125.50481110832717,125.1929046745955,Month-to-Month,54,5,PayPal,1
47,82.66430396029047,323.1351411475131,Two Year,47,4,Credit Card,1
62,197.6167572224147,44.612444863492705,Two Year,41,1,Crypto,0
44,143.95403930440318,471.86093845736445,One Year,51,2,Bank Transfer,0
43,65.29129093204128,393.3796877556559,Two Year,50,4,PayPal,0
24,20.975596804692998,101.27982088304951,Two Year,7,6,Crypto,0
59,18.497166538873884,319.0010077174466,Two Year,27,3,Credit Card,0
64,48.93346630004244,379.8136746281981,One Year,48,5,Bank Transfer,0
70,54.253480308091206,105.51346509285108,One Year,55,8,Crypto,0
55,88.85864385124104,47.571823549274576,Two Year,63,9,Credit Card,0
22,50.82074221088823,176.53810328175422,Month-to-Month,6,6,PayPal,0
40,129.87298186373147,68.74141625642076,Two Year,35,2,Credit Card,0
45,50.13839885401054,283.29014084701043,One Year,32,4,Credit Card,1
51,45.69654239881773,212.6333398771341,One Year,6,8,Credit Card,1
70,99.53502863207028,231.74974471235183,Month-to-Month,63,4,PayPal,0
32,178.84703387152558,271.8888751932625,One Year,18,2,Crypto,0
49,98.9780426019405,491.04402082535813,One Year,31,7,Crypto,0
43,88.63126146871174,396.52519753415334,Two Year,52,6,Bank Transfer,0
65,119.83803241734468,315.1062759964425,Month-to-Month,16,4,Crypto,0
48,58.87059896280941,182.48910162518874,One Year,56,4,PayPal,0
36,77.15294535318255,14.507607215345597,One Year,67,0,Credit Card,0
26,50.62869857675481,59.14727774865711,Two Year,62,7,PayPal,0
46,118.64389897545989,365.7027580191525,Two Year,52,5,Credit Card,0
71,142.5036366981509,185.2327601927195,Two Year,5,4,Crypto,0
68,138.00274178820865,167.8842804854798,Two Year,53,6,Bank Transfer,0
56,58.41538541330473,444.60020093683374,Month-to-Month,17,1,Bank Transfer,0
21,158.13315909211374,242.76993636637178,Two Year,31,2,Crypto,0
20,58.63119639748675,449.88895164914175,Month-to-Month,16,8,Credit Card,0
73,38.559194740874965,443.4326166906976,One Year,57,4,Crypto,0
46,76.46366225056693,41.01046456556268,One Year,21,5,PayPal,0
69,123.57137694246777,472.7361262383343,Two Year,41,7,Crypto,1
28,36.98034557283562,39.400486920171154,Two Year,39,2,Crypto,0
50,133.1365513006067,481.7895515083592,Two Year,37,0,Credit Card,0
55,173.9829192881633,226.85484388209576,One Year,41,3,Crypto,0
28,65.6966969490334,380.66947720153354,One Year,53,1,PayPal,0
44,95.5392570618727,353.36603922773685,One Year,32,8,Crypto,1
50,53.37898086878384,259.72899218793975,Month-to-Month,25,3,PayPal,0
38,78.63972852337503,310.107954598986,One Year,53,8,Crypto,1
56,14.17440845247641,475.00917256809817,Two Year,64,6,Credit Card,0
48,191.21618528043714,463.7483938409569,Month-to-Month,33,6,Bank Transfer,0
55,89.01914051031707,327.5086990792843,Month-to-Month,38,0,Bank Transfer,0
63,159.88532086543526,329.20162078832806,Month-to-Month,8,1,PayPal,0
19,37.102253097736835,124.22240800252719,One Year,1,6,Crypto,0
44,164.3474583790758,414.4831238643438,One Year,59,4,Credit Card,0
53,173.4279890828182,316.66906316803636,One Year,35,6,Crypto,0
28,145.94065445065905,413.29814720721674,One Year,16,2,Credit Card,0
64,181.60958174684703,329.26835273370034,Two Year,14,7,Credit Card,0
35,41.76745459894591,150.36069298977588,Month-to-Month,5,3,Crypto,0
18,100.5315474698378,95.55121996267582,Month-to-Month,21,7,Crypto,1
52,127.82081108306988,39.40595626735457,Month-to-Month,58,5,Bank Transfer,1
52,123.2766644325226,293.41147119780334,Month-to-Month,57,8,Crypto,1
48,173.59777755999664,142.74162739685877,Month-to-Month,11,5,Bank Transfer,1
45,50.98135991484828,315.62424778081635,Two Year,71,3,PayPal,0
56,43.372328182384614,30.269565997001994,Two Year,8,2,Bank Transfer,1
18,58.14193302301077,188.4558694378079,Month-to-Month,14,3,Bank Transfer,0
42,179.39450938844544,131.01605446951802,Month-to-Month,49,6,Credit Card,0
60,188.7951457049392,185.79670492255542,One Year,33,7,Credit Card,0
55,118.22971981129947,28.087431448536947,Month-to-Month,24,1,Bank Transfer,0
37,105.26066756839876,362.3665279978898,Two Year,71,8,PayPal,0
20,125.02326552240471,59.23196923834366,One Year,38,6,Credit Card,0
68,127.09845347087187,8.186910547728477,Two Year,50,6,PayPal,0
19,42.3578939392642,473.19826159327744,One Year,64,9,Bank Transfer,0
35,140.41806750839476,97.24531480015989,One Year,2,3,Crypto,0
61,95.94670944620086,414.2025879242849,Month-to-Month,39,6,Bank Transfer,0
27,108.30257218112858,482.270829278805,Two Year,14,1,Crypto,0
22,15.760154823679542,267.5264785848122,Two Year,12,9,Credit Card,0
26,155.26576018089577,263.53296186372563,Month-to-Month,51,2,Credit Card,0
19,168.73131264089753,184.34120524672142,One Year,10,1,Credit Card,0
51,127.69009524756385,213.37183752292205,One Year,44,4,Credit Card,0
55,152.2574907063659,241.55562307971672,Two Year,40,0,Bank Transfer,0
48,109.31414060269937,76.89510745659398,Month-to-Month,60,1,Bank Transfer,0
27,127.48714200592556,183.0036252462392,Month-to-Month,70,5,Credit Card,0
